Date,Centre_Name,Commodity_Name,Price,Month
2012-10-12,CHENNAI,Gram Dal,66.0,2012-10
2012-10-12,DINDIGUL,Gram Dal,70.0,2012-10
2012-10-12,THIRUCHIRAPALLI,Gram Dal,70.0,2012-10
2012-10-12,HYDERABAD,Gram Dal,72.0,2012-10
2012-11-12,BENGALURU,Gram Dal,63.0,2012-11
2012-11-12,DHARWAD,Gram Dal,73.0,2012-11
2012-11-12,T.PURAM,Gram Dal,107.0,2012-11
2012-11-12,ERNAKULAM,Gram Dal,72.0,2012-11
2012-11-12,KOZHIKODE,Gram Dal,70.0,2012-11
2012-11-12,PUDUCHERRY,Gram Dal,74.0,2012-11
2012-11-12,CHENNAI,Gram Dal,66.0,2012-11
2012-11-12,DINDIGUL,Gram Dal,70.0,2012-11
2012-11-12,THIRUCHIRAPALLI,Gram Dal,70.0,2012-11
2012-11-12,HYDERABAD,Gram Dal,72.0,2012-11
2012-12-12,BENGALURU,Gram Dal,63.0,2012-12
2012-12-12,DHARWAD,Gram Dal,73.0,2012-12
2012-12-12,T.PURAM,Gram Dal,107.0,2012-12
2012-12-12,ERNAKULAM,Gram Dal,72.0,2012-12
2012-12-12,KOZHIKODE,Gram Dal,70.0,2012-12
2012-12-12,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-12,CHENNAI,Gram Dal,66.0,2012-12
2012-12-12,DINDIGUL,Gram Dal,70.0,2012-12
2012-12-12,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-12,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-13,BENGALURU,Gram Dal,63.0,2012-12
2012-12-13,DHARWAD,Gram Dal,73.0,2012-12
2012-12-13,T.PURAM,Gram Dal,107.0,2012-12
2012-12-13,ERNAKULAM,Gram Dal,72.0,2012-12
2012-12-13,KOZHIKODE,Gram Dal,70.0,2012-12
2012-12-13,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-13,CHENNAI,Gram Dal,66.0,2012-12
2012-12-13,DINDIGUL,Gram Dal,70.0,2012-12
2012-12-13,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-13,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-14,BENGALURU,Gram Dal,63.0,2012-12
2012-12-14,DHARWAD,Gram Dal,73.0,2012-12
2012-12-14,T.PURAM,Gram Dal,107.0,2012-12
2012-12-14,ERNAKULAM,Gram Dal,72.0,2012-12
2012-12-14,KOZHIKODE,Gram Dal,70.0,2012-12
2012-12-14,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-14,CHENNAI,Gram Dal,66.0,2012-12
2012-12-14,DINDIGUL,Gram Dal,70.0,2012-12
2012-12-14,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-14,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-17,BENGALURU,Gram Dal,63.0,2012-12
2012-12-17,DHARWAD,Gram Dal,73.0,2012-12
2012-12-17,T.PURAM,Gram Dal,107.0,2012-12
2012-12-17,ERNAKULAM,Gram Dal,72.0,2012-12
2012-12-17,KOZHIKODE,Gram Dal,70.0,2012-12
2012-12-17,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-17,CHENNAI,Gram Dal,66.0,2012-12
2012-12-17,DINDIGUL,Gram Dal,70.0,2012-12
2012-12-17,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-17,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-18,BENGALURU,Gram Dal,61.0,2012-12
2012-12-18,DHARWAD,Gram Dal,73.0,2012-12
2012-12-18,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-18,CHENNAI,Gram Dal,66.0,2012-12
2012-12-18,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-18,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-18,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-19,BENGALURU,Gram Dal,61.0,2012-12
2012-12-19,DHARWAD,Gram Dal,73.0,2012-12
2012-12-19,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-19,CHENNAI,Gram Dal,66.0,2012-12
2012-12-19,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-19,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-19,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-20,BENGALURU,Gram Dal,61.0,2012-12
2012-12-20,DHARWAD,Gram Dal,73.0,2012-12
2012-12-20,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-20,CHENNAI,Gram Dal,66.0,2012-12
2012-12-20,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-20,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-21,BENGALURU,Gram Dal,61.0,2012-12
2012-12-21,DHARWAD,Gram Dal,73.0,2012-12
2012-12-21,T.PURAM,Gram Dal,111.0,2012-12
2012-12-21,ERNAKULAM,Gram Dal,72.0,2012-12
2012-12-21,KOZHIKODE,Gram Dal,66.0,2012-12
2012-12-21,PUDUCHERRY,Gram Dal,74.0,2012-12
2012-12-21,CHENNAI,Gram Dal,66.0,2012-12
2012-12-21,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-21,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-21,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-24,T.PURAM,Gram Dal,111.0,2012-12
2012-12-24,ERNAKULAM,Gram Dal,72.0,2012-12
2012-12-24,KOZHIKODE,Gram Dal,66.0,2012-12
2012-12-24,PUDUCHERRY,Gram Dal,72.0,2012-12
2012-12-24,CHENNAI,Gram Dal,66.0,2012-12
2012-12-24,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-24,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-26,BENGALURU,Gram Dal,61.0,2012-12
2012-12-26,DHARWAD,Gram Dal,73.0,2012-12
2012-12-26,ERNAKULAM,Gram Dal,73.0,2012-12
2012-12-26,KOZHIKODE,Gram Dal,66.0,2012-12
2012-12-26,PUDUCHERRY,Gram Dal,72.0,2012-12
2012-12-26,CHENNAI,Gram Dal,66.0,2012-12
2012-12-26,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-26,THIRUCHIRAPALLI,Gram Dal,70.0,2012-12
2012-12-26,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-27,BENGALURU,Gram Dal,61.0,2012-12
2012-12-27,DHARWAD,Gram Dal,73.0,2012-12
2012-12-27,ERNAKULAM,Gram Dal,73.0,2012-12
2012-12-27,KOZHIKODE,Gram Dal,66.0,2012-12
2012-12-27,PUDUCHERRY,Gram Dal,72.0,2012-12
2012-12-27,CHENNAI,Gram Dal,66.0,2012-12
2012-12-27,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-27,THIRUCHIRAPALLI,Gram Dal,66.0,2012-12
2012-12-27,HYDERABAD,Gram Dal,72.0,2012-12
2012-12-28,BENGALURU,Gram Dal,61.0,2012-12
2012-12-28,DHARWAD,Gram Dal,73.0,2012-12
2012-12-28,ERNAKULAM,Gram Dal,73.0,2012-12
2012-12-28,KOZHIKODE,Gram Dal,66.0,2012-12
2012-12-28,PUDUCHERRY,Gram Dal,72.0,2012-12
2012-12-28,CHENNAI,Gram Dal,66.0,2012-12
2012-12-28,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-28,THIRUCHIRAPALLI,Gram Dal,66.0,2012-12
2012-12-28,HYDERABAD,Gram Dal,73.0,2012-12
2012-12-31,BENGALURU,Gram Dal,61.0,2012-12
2012-12-31,DHARWAD,Gram Dal,73.0,2012-12
2012-12-31,ERNAKULAM,Gram Dal,73.0,2012-12
2012-12-31,KOZHIKODE,Gram Dal,66.0,2012-12
2012-12-31,PUDUCHERRY,Gram Dal,72.0,2012-12
2012-12-31,CHENNAI,Gram Dal,66.0,2012-12
2012-12-31,DINDIGUL,Gram Dal,68.0,2012-12
2012-12-31,THIRUCHIRAPALLI,Gram Dal,66.0,2012-12
2012-12-31,HYDERABAD,Gram Dal,73.0,2012-12
2013-01-01,BENGALURU,Gram Dal,61.0,2013-01
2013-01-01,DHARWAD,Gram Dal,73.0,2013-01
2013-01-01,T.PURAM,Gram Dal,80.0,2013-01
2013-01-01,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-01,KOZHIKODE,Gram Dal,65.0,2013-01
2013-01-01,HYDERABAD,Gram Dal,73.0,2013-01
2013-02-01,BENGALURU,Gram Dal,61.0,2013-02
2013-02-01,DHARWAD,Gram Dal,73.0,2013-02
2013-02-01,T.PURAM,Gram Dal,80.0,2013-02
2013-02-01,ERNAKULAM,Gram Dal,73.0,2013-02
2013-02-01,KOZHIKODE,Gram Dal,65.0,2013-02
2013-02-01,PUDUCHERRY,Gram Dal,72.0,2013-02
2013-02-01,CHENNAI,Gram Dal,66.0,2013-02
2013-02-01,DINDIGUL,Gram Dal,66.0,2013-02
2013-02-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-02
2013-02-01,HYDERABAD,Gram Dal,73.0,2013-02
2013-03-01,BENGALURU,Gram Dal,61.0,2013-03
2013-03-01,DHARWAD,Gram Dal,73.0,2013-03
2013-03-01,T.PURAM,Gram Dal,80.0,2013-03
2013-03-01,ERNAKULAM,Gram Dal,73.0,2013-03
2013-03-01,KOZHIKODE,Gram Dal,65.0,2013-03
2013-03-01,PUDUCHERRY,Gram Dal,72.0,2013-03
2013-03-01,CHENNAI,Gram Dal,66.0,2013-03
2013-03-01,DINDIGUL,Gram Dal,66.0,2013-03
2013-03-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-03
2013-03-01,HYDERABAD,Gram Dal,73.0,2013-03
2013-04-01,BENGALURU,Gram Dal,61.0,2013-04
2013-04-01,DHARWAD,Gram Dal,73.0,2013-04
2013-04-01,T.PURAM,Gram Dal,80.0,2013-04
2013-04-01,ERNAKULAM,Gram Dal,73.0,2013-04
2013-04-01,KOZHIKODE,Gram Dal,65.0,2013-04
2013-04-01,PUDUCHERRY,Gram Dal,72.0,2013-04
2013-04-01,CHENNAI,Gram Dal,66.0,2013-04
2013-04-01,DINDIGUL,Gram Dal,66.0,2013-04
2013-04-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-04
2013-04-01,HYDERABAD,Gram Dal,73.0,2013-04
2013-07-01,BENGALURU,Gram Dal,61.0,2013-07
2013-07-01,DHARWAD,Gram Dal,73.0,2013-07
2013-07-01,T.PURAM,Gram Dal,80.0,2013-07
2013-07-01,ERNAKULAM,Gram Dal,73.0,2013-07
2013-07-01,KOZHIKODE,Gram Dal,65.0,2013-07
2013-07-01,PUDUCHERRY,Gram Dal,72.0,2013-07
2013-07-01,CHENNAI,Gram Dal,66.0,2013-07
2013-07-01,DINDIGUL,Gram Dal,66.0,2013-07
2013-07-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-07
2013-07-01,HYDERABAD,Gram Dal,73.0,2013-07
2013-08-01,BENGALURU,Gram Dal,61.0,2013-08
2013-08-01,DHARWAD,Gram Dal,73.0,2013-08
2013-08-01,T.PURAM,Gram Dal,80.0,2013-08
2013-08-01,ERNAKULAM,Gram Dal,73.0,2013-08
2013-08-01,KOZHIKODE,Gram Dal,65.0,2013-08
2013-08-01,PUDUCHERRY,Gram Dal,72.0,2013-08
2013-08-01,CHENNAI,Gram Dal,66.0,2013-08
2013-08-01,DINDIGUL,Gram Dal,66.0,2013-08
2013-08-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-08
2013-08-01,HYDERABAD,Gram Dal,73.0,2013-08
2013-09-01,BENGALURU,Gram Dal,61.0,2013-09
2013-09-01,DHARWAD,Gram Dal,73.0,2013-09
2013-09-01,PUDUCHERRY,Gram Dal,72.0,2013-09
2013-09-01,CHENNAI,Gram Dal,65.0,2013-09
2013-09-01,DINDIGUL,Gram Dal,66.0,2013-09
2013-09-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-09
2013-09-01,HYDERABAD,Gram Dal,73.0,2013-09
2013-10-01,BENGALURU,Gram Dal,61.0,2013-10
2013-10-01,DHARWAD,Gram Dal,73.0,2013-10
2013-10-01,PUDUCHERRY,Gram Dal,72.0,2013-10
2013-10-01,CHENNAI,Gram Dal,65.0,2013-10
2013-10-01,DINDIGUL,Gram Dal,66.0,2013-10
2013-10-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-10
2013-10-01,HYDERABAD,Gram Dal,73.0,2013-10
2013-11-01,BENGALURU,Gram Dal,61.0,2013-11
2013-11-01,DHARWAD,Gram Dal,73.0,2013-11
2013-11-01,PUDUCHERRY,Gram Dal,72.0,2013-11
2013-11-01,CHENNAI,Gram Dal,65.0,2013-11
2013-11-01,DINDIGUL,Gram Dal,66.0,2013-11
2013-11-01,THIRUCHIRAPALLI,Gram Dal,66.0,2013-11
2013-11-01,HYDERABAD,Gram Dal,73.0,2013-11
2013-01-15,BENGALURU,Gram Dal,59.0,2013-01
2013-01-15,DHARWAD,Gram Dal,73.0,2013-01
2013-01-15,T.PURAM,Gram Dal,77.0,2013-01
2013-01-15,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-15,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-15,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-16,T.PURAM,Gram Dal,77.0,2013-01
2013-01-16,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-16,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-16,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-16,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-17,T.PURAM,Gram Dal,77.0,2013-01
2013-01-17,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-17,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-17,CHENNAI,Gram Dal,65.0,2013-01
2013-01-17,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-17,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-17,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-18,BENGALURU,Gram Dal,59.0,2013-01
2013-01-18,DHARWAD,Gram Dal,75.0,2013-01
2013-01-18,T.PURAM,Gram Dal,77.0,2013-01
2013-01-18,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-18,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-18,PUDUCHERRY,Gram Dal,72.0,2013-01
2013-01-18,CHENNAI,Gram Dal,65.0,2013-01
2013-01-18,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-18,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-18,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-21,BENGALURU,Gram Dal,59.0,2013-01
2013-01-21,DHARWAD,Gram Dal,75.0,2013-01
2013-01-21,T.PURAM,Gram Dal,77.0,2013-01
2013-01-21,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-21,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-21,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-21,CHENNAI,Gram Dal,65.0,2013-01
2013-01-21,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-21,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-21,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-22,BENGALURU,Gram Dal,57.0,2013-01
2013-01-22,DHARWAD,Gram Dal,75.0,2013-01
2013-01-22,T.PURAM,Gram Dal,77.0,2013-01
2013-01-22,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-22,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-22,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-22,CHENNAI,Gram Dal,65.0,2013-01
2013-01-22,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-22,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-22,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-23,BENGALURU,Gram Dal,57.0,2013-01
2013-01-23,DHARWAD,Gram Dal,75.0,2013-01
2013-01-23,T.PURAM,Gram Dal,77.0,2013-01
2013-01-23,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-23,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-23,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-23,CHENNAI,Gram Dal,65.0,2013-01
2013-01-23,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-23,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-23,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-24,BENGALURU,Gram Dal,57.0,2013-01
2013-01-24,DHARWAD,Gram Dal,75.0,2013-01
2013-01-24,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-24,CHENNAI,Gram Dal,65.0,2013-01
2013-01-24,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-24,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-24,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-28,BENGALURU,Gram Dal,57.0,2013-01
2013-01-28,DHARWAD,Gram Dal,74.0,2013-01
2013-01-28,T.PURAM,Gram Dal,77.0,2013-01
2013-01-28,KOZHIKODE,Gram Dal,69.0,2013-01
2013-01-28,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-28,CHENNAI,Gram Dal,65.0,2013-01
2013-01-28,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-28,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-28,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-30,BENGALURU,Gram Dal,57.0,2013-01
2013-01-30,DHARWAD,Gram Dal,74.0,2013-01
2013-01-30,T.PURAM,Gram Dal,77.0,2013-01
2013-01-30,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-30,KOZHIKODE,Gram Dal,68.0,2013-01
2013-01-30,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-30,CHENNAI,Gram Dal,65.0,2013-01
2013-01-30,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-30,THIRUCHIRAPALLI,Gram Dal,66.0,2013-01
2013-01-30,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-31,T.PURAM,Gram Dal,77.0,2013-01
2013-01-31,ERNAKULAM,Gram Dal,73.0,2013-01
2013-01-31,KOZHIKODE,Gram Dal,68.0,2013-01
2013-01-31,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-31,CHENNAI,Gram Dal,65.0,2013-01
2013-01-31,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-31,THIRUCHIRAPALLI,Gram Dal,64.0,2013-01
2013-01-31,HYDERABAD,Gram Dal,73.0,2013-01
2013-01-02,BENGALURU,Gram Dal,57.0,2013-01
2013-01-02,DHARWAD,Gram Dal,75.0,2013-01
2013-01-02,T.PURAM,Gram Dal,80.0,2013-01
2013-01-02,ERNAKULAM,Gram Dal,74.0,2013-01
2013-01-02,KOZHIKODE,Gram Dal,68.0,2013-01
2013-01-02,PUDUCHERRY,Gram Dal,68.0,2013-01
2013-01-02,CHENNAI,Gram Dal,65.0,2013-01
2013-01-02,DINDIGUL,Gram Dal,66.0,2013-01
2013-01-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-01
2013-01-02,HYDERABAD,Gram Dal,71.0,2013-01
2013-04-02,BENGALURU,Gram Dal,57.0,2013-04
2013-04-02,DHARWAD,Gram Dal,75.0,2013-04
2013-04-02,T.PURAM,Gram Dal,77.0,2013-04
2013-04-02,ERNAKULAM,Gram Dal,74.0,2013-04
2013-04-02,KOZHIKODE,Gram Dal,68.0,2013-04
2013-04-02,PUDUCHERRY,Gram Dal,68.0,2013-04
2013-04-02,CHENNAI,Gram Dal,65.0,2013-04
2013-04-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-04
2013-04-02,HYDERABAD,Gram Dal,71.0,2013-04
2013-05-02,BENGALURU,Gram Dal,57.0,2013-05
2013-05-02,DHARWAD,Gram Dal,75.0,2013-05
2013-05-02,T.PURAM,Gram Dal,77.0,2013-05
2013-05-02,ERNAKULAM,Gram Dal,74.0,2013-05
2013-05-02,KOZHIKODE,Gram Dal,68.0,2013-05
2013-05-02,PUDUCHERRY,Gram Dal,68.0,2013-05
2013-05-02,CHENNAI,Gram Dal,64.0,2013-05
2013-05-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-05
2013-05-02,HYDERABAD,Gram Dal,71.0,2013-05
2013-06-02,BENGALURU,Gram Dal,57.0,2013-06
2013-06-02,DHARWAD,Gram Dal,75.0,2013-06
2013-06-02,T.PURAM,Gram Dal,77.0,2013-06
2013-06-02,ERNAKULAM,Gram Dal,74.0,2013-06
2013-06-02,KOZHIKODE,Gram Dal,68.0,2013-06
2013-06-02,PUDUCHERRY,Gram Dal,68.0,2013-06
2013-06-02,CHENNAI,Gram Dal,64.0,2013-06
2013-06-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-06
2013-06-02,HYDERABAD,Gram Dal,71.0,2013-06
2013-07-02,BENGALURU,Gram Dal,57.0,2013-07
2013-07-02,DHARWAD,Gram Dal,75.0,2013-07
2013-07-02,T.PURAM,Gram Dal,77.0,2013-07
2013-07-02,ERNAKULAM,Gram Dal,74.0,2013-07
2013-07-02,KOZHIKODE,Gram Dal,68.0,2013-07
2013-07-02,PUDUCHERRY,Gram Dal,68.0,2013-07
2013-07-02,CHENNAI,Gram Dal,64.0,2013-07
2013-07-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-07
2013-07-02,HYDERABAD,Gram Dal,71.0,2013-07
2013-08-02,BENGALURU,Gram Dal,55.0,2013-08
2013-08-02,DHARWAD,Gram Dal,75.0,2013-08
2013-08-02,T.PURAM,Gram Dal,77.0,2013-08
2013-08-02,ERNAKULAM,Gram Dal,74.0,2013-08
2013-08-02,KOZHIKODE,Gram Dal,68.0,2013-08
2013-08-02,PUDUCHERRY,Gram Dal,68.0,2013-08
2013-08-02,CHENNAI,Gram Dal,64.0,2013-08
2013-08-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-08
2013-08-02,HYDERABAD,Gram Dal,71.0,2013-08
2013-11-02,BENGALURU,Gram Dal,55.0,2013-11
2013-11-02,DHARWAD,Gram Dal,75.0,2013-11
2013-11-02,T.PURAM,Gram Dal,77.0,2013-11
2013-11-02,ERNAKULAM,Gram Dal,74.0,2013-11
2013-11-02,KOZHIKODE,Gram Dal,68.0,2013-11
2013-11-02,PUDUCHERRY,Gram Dal,68.0,2013-11
2013-11-02,CHENNAI,Gram Dal,64.0,2013-11
2013-11-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-11
2013-11-02,HYDERABAD,Gram Dal,71.0,2013-11
2013-12-02,BENGALURU,Gram Dal,57.0,2013-12
2013-12-02,DHARWAD,Gram Dal,75.0,2013-12
2013-12-02,T.PURAM,Gram Dal,77.0,2013-12
2013-12-02,ERNAKULAM,Gram Dal,74.0,2013-12
2013-12-02,KOZHIKODE,Gram Dal,68.0,2013-12
2013-12-02,PUDUCHERRY,Gram Dal,68.0,2013-12
2013-12-02,CHENNAI,Gram Dal,64.0,2013-12
2013-12-02,THIRUCHIRAPALLI,Gram Dal,64.0,2013-12
2013-12-02,HYDERABAD,Gram Dal,71.0,2013-12
2013-02-13,BENGALURU,Gram Dal,57.0,2013-02
2013-02-13,DHARWAD,Gram Dal,75.0,2013-02
2013-02-13,T.PURAM,Gram Dal,77.0,2013-02
2013-02-13,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-13,KOZHIKODE,Gram Dal,73.0,2013-02
2013-02-13,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-13,CHENNAI,Gram Dal,64.0,2013-02
2013-02-13,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-13,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-14,BENGALURU,Gram Dal,57.0,2013-02
2013-02-14,DHARWAD,Gram Dal,75.0,2013-02
2013-02-14,T.PURAM,Gram Dal,77.0,2013-02
2013-02-14,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-14,KOZHIKODE,Gram Dal,70.0,2013-02
2013-02-14,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-14,CHENNAI,Gram Dal,64.0,2013-02
2013-02-14,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-14,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-15,BENGALURU,Gram Dal,57.0,2013-02
2013-02-15,DHARWAD,Gram Dal,75.0,2013-02
2013-02-15,T.PURAM,Gram Dal,77.0,2013-02
2013-02-15,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-15,KOZHIKODE,Gram Dal,68.0,2013-02
2013-02-15,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-15,CHENNAI,Gram Dal,64.0,2013-02
2013-02-15,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-15,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-18,T.PURAM,Gram Dal,77.0,2013-02
2013-02-18,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-18,KOZHIKODE,Gram Dal,68.0,2013-02
2013-02-18,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-18,CHENNAI,Gram Dal,64.0,2013-02
2013-02-18,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-18,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-19,BENGALURU,Gram Dal,55.0,2013-02
2013-02-19,DHARWAD,Gram Dal,75.0,2013-02
2013-02-19,T.PURAM,Gram Dal,77.0,2013-02
2013-02-19,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-19,KOZHIKODE,Gram Dal,67.0,2013-02
2013-02-19,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-19,CHENNAI,Gram Dal,64.0,2013-02
2013-02-19,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-19,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-20,BENGALURU,Gram Dal,55.0,2013-02
2013-02-20,DHARWAD,Gram Dal,75.0,2013-02
2013-02-20,T.PURAM,Gram Dal,77.0,2013-02
2013-02-20,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-20,KOZHIKODE,Gram Dal,67.0,2013-02
2013-02-20,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-20,CHENNAI,Gram Dal,64.0,2013-02
2013-02-20,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-20,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-21,BENGALURU,Gram Dal,55.0,2013-02
2013-02-21,DHARWAD,Gram Dal,75.0,2013-02
2013-02-21,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-21,CHENNAI,Gram Dal,64.0,2013-02
2013-02-21,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-21,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-22,BENGALURU,Gram Dal,55.0,2013-02
2013-02-22,DHARWAD,Gram Dal,75.0,2013-02
2013-02-22,T.PURAM,Gram Dal,77.0,2013-02
2013-02-22,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-22,KOZHIKODE,Gram Dal,67.0,2013-02
2013-02-22,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-22,CHENNAI,Gram Dal,64.0,2013-02
2013-02-22,THIRUCHIRAPALLI,Gram Dal,64.0,2013-02
2013-02-22,HYDERABAD,Gram Dal,71.0,2013-02
2013-02-25,T.PURAM,Gram Dal,77.0,2013-02
2013-02-25,ERNAKULAM,Gram Dal,76.0,2013-02
2013-02-25,KOZHIKODE,Gram Dal,67.0,2013-02
2013-02-25,PUDUCHERRY,Gram Dal,68.0,2013-02
2013-02-25,CHENNAI,Gram Dal,64.0,2013-02
